customer_id,first_name,last_name,age_group,gender,region,income_bracket,customer_segment
10451,Kevin,Lopez,36-45,Female,South,<50k,Retail Banking
10452,Alexa,White,60+,Other,East,100-200k,Priority
10453,Emily,Brown,18-25,Male,North,50-100k,Retail Banking
10454,Christie,Santos,18-25,Other,South,200k+,Corporate
10455,Steven,Scott,60+,Female,East,50-100k,Corporate
10456,Lee,Valenzuela,36-45,Other,West,100-200k,Priority
10457,Christopher,Shelton,60+,Other,South,200k+,Priority
10458,Virginia,Bell,18-25,Male,East,100-200k,Corporate
10459,Bryan,Richardson,18-25,Male,West,200k+,Priority
10460,Ryan,Joseph,46-60,Other,East,200k+,Priority
10461,Marie,Mullins,26-35,Other,South,200k+,Retail Banking
10462,Anna,Gonzalez,60+,Female,East,<50k,Priority
10463,Brian,Chen,36-45,Male,East,<50k,Priority
10464,Harry,Kim,60+,Female,West,<50k,Priority
10465,Peggy,Morgan,26-35,Female,West,200k+,Retail Banking
10466,Robert,Chan,26-35,Other,East,50-100k,Corporate
10467,Charles,Davidson,26-35,Male,West,200k+,Priority
10468,Whitney,Wells,26-35,Female,West,200k+,Corporate
10469,Meagan,Patterson,26-35,Male,North,200k+,Priority
10470,Laura,Campbell,60+,Female,East,50-100k,Priority
10471,Brittany,Lloyd,60+,Female,North,100-200k,Priority
10472,Jennifer,Mccarthy,18-25,Other,West,100-200k,Corporate
10473,Kevin,Smith,60+,Male,West,50-100k,Retail Banking
10474,Joseph,Bell,36-45,Other,North,50-100k,Priority
10475,James,Mckay,46-60,Female,South,<50k,Corporate
10476,Jesus,Carter,26-35,Female,North,50-100k,Corporate
10477,Andre,Allen,60+,Other,West,50-100k,Corporate
10478,Susan,Ross,36-45,Female,North,50-100k,Retail Banking
10479,Elizabeth,Navarro,26-35,Female,West,<50k,Corporate
10480,Wendy,Dorsey,26-35,Male,East,50-100k,Retail Banking
10481,Andrew,Stafford,36-45,Other,South,100-200k,Corporate
10482,Cynthia,Huffman,36-45,Female,North,50-100k,Priority
10483,Heather,Shelton,18-25,Female,South,100-200k,Priority
10484,Ashley,Hopkins,26-35,Male,South,<50k,Priority
10485,Henry,Lopez,60+,Female,East,100-200k,Retail Banking
10486,Janice,Walker,46-60,Other,East,200k+,Priority
10487,Charles,Taylor,26-35,Male,West,<50k,Retail Banking
10488,Faith,Solis,26-35,Female,South,50-100k,Priority
10489,Steven,Taylor,60+,Other,North,200k+,Priority
10490,Katherine,Williams,18-25,Male,West,100-200k,Priority
10491,Anthony,Ochoa,26-35,Other,South,<50k,Retail Banking
10492,James,Garza,18-25,Male,South,<50k,Priority
10493,Kayla,Adams,36-45,Female,South,<50k,Corporate
10494,Angel,Kelly,18-25,Other,South,50-100k,Priority
10495,Meredith,Brown,46-60,Other,South,<50k,Corporate
10496,Sarah,Singleton,46-60,Female,West,50-100k,Priority
10497,Rachel,Davis,18-25,Male,North,200k+,Retail Banking
10498,Matthew,Cannon,60+,Female,West,100-200k,Corporate
10499,Patricia,Anderson,36-45,Male,West,<50k,Corporate
10500,Ryan,Copeland,46-60,Female,East,200k+,Retail Banking
10501,Jennifer,Johnson,26-35,Other,West,100-200k,Priority
10502,Tammy,Cuevas,36-45,Male,South,50-100k,Corporate
10503,Robert,Mccarty,36-45,Other,North,50-100k,Retail Banking
10504,Rebecca,Vega,60+,Female,West,200k+,Retail Banking
10505,Bianca,Brewer,18-25,Other,North,50-100k,Priority
10506,Susan,Velez,36-45,Other,West,<50k,Retail Banking
10507,David,Thomas,60+,Female,North,200k+,Priority
10508,Jason,Raymond,36-45,Female,West,50-100k,Retail Banking
10509,Cathy,Johnson,46-60,Other,West,<50k,Priority
10510,Jacob,Barnes,26-35,Other,East,100-200k,Corporate
10511,Kelly,Hale,36-45,Female,North,<50k,Retail Banking
10512,Robert,Gonzalez,18-25,Female,North,50-100k,Priority
10513,Susan,Young,46-60,Female,South,50-100k,Retail Banking
10514,Amy,Wood,60+,Other,South,50-100k,Priority
10515,Monique,Smith,26-35,Female,North,50-100k,Priority
10516,Guy,Harris,26-35,Other,South,100-200k,Priority
10517,Brittany,Brown,26-35,Female,North,200k+,Retail Banking
10518,Mark,Jarvis,36-45,Other,East,100-200k,Retail Banking
10519,Michael,Douglas,46-60,Other,South,200k+,Priority
10520,David,Martin,18-25,Other,South,100-200k,Corporate
10521,Sarah,Jones,46-60,Female,West,200k+,Priority
10522,Jeremiah,Meyers,60+,Other,South,50-100k,Priority
10523,Mary,Reynolds,18-25,Other,South,200k+,Corporate
10524,Kimberly,Clark,60+,Male,North,<50k,Corporate
10525,Matthew,Little,36-45,Male,West,100-200k,Corporate
10526,Susan,Brown,46-60,Other,South,100-200k,Priority
10527,James,Carter,26-35,Other,North,100-200k,Priority
10528,Lisa,Stewart,26-35,Other,South,200k+,Corporate
10529,Chad,Townsend,26-35,Other,North,50-100k,Retail Banking
10530,Lisa,Morales,46-60,Male,West,200k+,Corporate
10531,Sarah,Leon,46-60,Male,East,100-200k,Retail Banking
10532,Alejandra,Thomas,46-60,Other,West,50-100k,Retail Banking
10533,Cody,Lyons,36-45,Male,South,200k+,Corporate
10534,Thomas,Patton,60+,Female,South,<50k,Retail Banking
10535,Lawrence,Mcdonald,26-35,Female,East,50-100k,Corporate
10536,Jessica,Ramirez,36-45,Other,East,50-100k,Priority
10537,Savannah,Leonard,46-60,Female,South,<50k,Corporate
10538,Gabriel,Wright,26-35,Other,West,200k+,Priority
10539,Cassandra,Edwards,18-25,Male,West,200k+,Retail Banking
10540,Sarah,Brooks,60+,Other,West,200k+,Priority
10541,Alexis,Hess,18-25,Female,West,<50k,Corporate
10542,Vanessa,Krause,36-45,Male,South,200k+,Corporate
10543,Brian,Odom,18-25,Other,North,50-100k,Corporate
10544,Timothy,Chambers,36-45,Female,South,50-100k,Corporate
10545,Teresa,Nelson,18-25,Other,North,100-200k,Retail Banking
10546,Jose,Carter,36-45,Female,South,<50k,Retail Banking
10547,Cory,Torres,36-45,Female,East,100-200k,Priority
10548,Shelby,Lara,36-45,Other,South,100-200k,Corporate
10549,Joyce,Little,36-45,Female,North,50-100k,Corporate
10550,Steven,Davis,46-60,Other,West,<50k,Corporate
10551,Austin,Hurley,18-25,Male,South,200k+,Priority
10552,Barry,Roth,36-45,Female,East,200k+,Corporate
10553,Richard,Molina,36-45,Female,South,50-100k,Priority
10554,Joe,York,36-45,Other,South,100-200k,Priority
10555,Peter,Blanchard,60+,Female,North,50-100k,Corporate
10556,Melanie,Herrera,26-35,Other,East,100-200k,Priority
10557,Morgan,Morrison,26-35,Female,West,200k+,Retail Banking
10558,Laura,Palmer,26-35,Male,East,50-100k,Priority
10559,Christopher,Bernard,18-25,Female,West,50-100k,Corporate
10560,Logan,Harvey,36-45,Other,North,100-200k,Corporate
10561,Kristen,Howell,60+,Male,South,50-100k,Corporate
10562,Karina,Garcia,60+,Female,West,100-200k,Retail Banking
10563,Lynn,Newman,46-60,Female,West,50-100k,Priority
10564,Brenda,Flores,26-35,Other,West,200k+,Priority
10565,Joseph,Smith,60+,Male,South,50-100k,Corporate
10566,Tiffany,Choi,18-25,Male,North,50-100k,Retail Banking
10567,Carrie,Thompson,18-25,Male,East,50-100k,Retail Banking
10568,Christina,Mcbride,18-25,Male,East,100-200k,Retail Banking
10569,Tara,Garcia,60+,Male,East,200k+,Retail Banking
10570,Michael,Richardson,26-35,Other,South,50-100k,Corporate
10571,Denise,Rojas,60+,Male,North,100-200k,Retail Banking
10572,John,Smith,46-60,Other,South,<50k,Priority
10573,David,Dean,26-35,Male,South,50-100k,Retail Banking
10574,Heather,Carney,46-60,Male,West,50-100k,Retail Banking
10575,Stephanie,Moore,26-35,Male,North,100-200k,Corporate
10576,David,Hendricks,26-35,Female,North,100-200k,Corporate
10577,Troy,Wilkinson,18-25,Male,South,100-200k,Retail Banking
10578,Heather,Chavez,36-45,Male,East,100-200k,Priority
10579,Jamie,Wright,36-45,Female,South,100-200k,Corporate
10580,Kylie,Hodges,18-25,Male,West,200k+,Priority
10581,Charles,Hardy,36-45,Other,North,200k+,Priority
10582,Kaylee,Smith,60+,Male,East,50-100k,Corporate
10583,Tonya,Pacheco,46-60,Male,South,50-100k,Priority
10584,Debra,Weber,36-45,Female,East,50-100k,Corporate
10585,Jose,Horn,18-25,Other,South,200k+,Priority
10586,Theodore,Santiago,26-35,Other,East,<50k,Retail Banking
10587,Betty,Stevens,36-45,Male,South,100-200k,Retail Banking
10588,Courtney,White,18-25,Female,East,100-200k,Corporate
10589,Meredith,Schultz,26-35,Female,East,200k+,Corporate
10590,Tara,Dalton,36-45,Other,North,50-100k,Priority
10591,Andrea,Thornton,60+,Male,North,200k+,Corporate
10592,Pamela,Davis,26-35,Female,East,50-100k,Priority
10593,Theresa,Walker,36-45,Female,East,200k+,Priority
10594,Mark,Knapp,26-35,Female,East,100-200k,Retail Banking
10595,Michael,Johnson,46-60,Male,West,50-100k,Retail Banking
10596,Jason,Roberts,18-25,Male,East,100-200k,Corporate
10597,Andrew,Alvarado,46-60,Other,South,<50k,Corporate
10598,Brian,Winters,18-25,Male,North,<50k,Corporate
10599,Adam,Davila,18-25,Female,West,200k+,Corporate
10600,Nancy,Hayden,26-35,Female,South,100-200k,Priority
10601,Robert,Barrett,36-45,Female,East,200k+,Corporate
10602,Melissa,Gibbs,46-60,Male,North,200k+,Retail Banking
10603,Jason,Thompson,60+,Female,East,100-200k,Priority
10604,Paula,Lloyd,46-60,Male,South,200k+,Corporate
10605,Kevin,Cole,46-60,Female,East,200k+,Retail Banking
10606,John,Scott,36-45,Other,South,<50k,Corporate
10607,Gregory,Salas,36-45,Other,West,50-100k,Priority
10608,Mary,Young,46-60,Male,North,50-100k,Retail Banking
10609,Jonathan,Smith,18-25,Male,West,100-200k,Priority
10610,Kathy,Hall,46-60,Other,West,50-100k,Retail Banking
10611,Vicki,Morgan,26-35,Female,East,50-100k,Priority
10612,John,Cox,18-25,Other,West,50-100k,Retail Banking
10613,Cathy,Lopez,60+,Male,North,<50k,Priority
10614,Joshua,Taylor,60+,Male,South,<50k,Priority
10615,Laura,Gonzalez,36-45,Other,East,<50k,Retail Banking
10616,Monica,Aguilar,26-35,Other,North,100-200k,Priority
10617,Emily,Small,18-25,Other,West,100-200k,Corporate
10618,Eric,Arroyo,60+,Other,West,200k+,Retail Banking
10619,Rachel,Roberts,36-45,Female,East,50-100k,Retail Banking
10620,Tonya,Jones,46-60,Male,North,<50k,Priority
10621,Curtis,Harrison,18-25,Male,North,100-200k,Priority
10622,Douglas,Rodriguez,46-60,Female,North,<50k,Corporate
10623,Mary,Howell,18-25,Other,North,100-200k,Priority
10624,Lisa,Barnes,36-45,Female,East,50-100k,Retail Banking
10625,Stephanie,Wilson,26-35,Female,North,200k+,Corporate
10626,Lauren,Baker,26-35,Other,West,200k+,Retail Banking
10627,Shannon,Price,46-60,Male,West,<50k,Priority
10628,Brittney,Bird,36-45,Male,North,200k+,Retail Banking
10629,Donna,Rivas,60+,Female,West,50-100k,Retail Banking
10630,Kristin,Randall,26-35,Female,North,100-200k,Corporate
10631,Luis,Ross,46-60,Other,East,100-200k,Retail Banking
10632,Allison,Benson,46-60,Male,West,200k+,Corporate
10633,Kathleen,Avila,46-60,Female,West,100-200k,Retail Banking
10634,Kara,Martin,60+,Male,South,<50k,Corporate
10635,Yvonne,Campbell,36-45,Female,West,100-200k,Retail Banking
10636,Sandra,Johnson,36-45,Other,South,200k+,Corporate
10637,Sandra,Cunningham,36-45,Male,West,50-100k,Retail Banking
10638,Debra,Klein,46-60,Male,East,50-100k,Priority
10639,Kara,Newman,46-60,Male,South,100-200k,Corporate
10640,Curtis,Booker,18-25,Male,North,200k+,Retail Banking
10641,Joseph,Davis,36-45,Male,North,200k+,Priority
10642,Thomas,Wood,36-45,Other,West,200k+,Retail Banking
10643,Amanda,Phillips,36-45,Other,East,100-200k,Corporate
10644,Jack,Simon,18-25,Female,West,<50k,Corporate
10645,Mark,Anderson,60+,Male,East,200k+,Corporate
10646,Jesse,Garcia,36-45,Female,North,50-100k,Retail Banking
10647,Kelly,Hernandez,46-60,Other,South,100-200k,Corporate
10648,Deborah,Morton,36-45,Male,North,100-200k,Retail Banking
10649,Lisa,Wood,60+,Male,North,200k+,Retail Banking
10650,Rebecca,Cole,36-45,Other,North,200k+,Priority
10651,Lauren,Conway,46-60,Female,East,50-100k,Corporate
10652,Nathaniel,Colon,60+,Male,West,<50k,Priority
10653,Stephen,Wright,18-25,Female,South,100-200k,Priority
10654,Aaron,Nguyen,46-60,Female,West,<50k,Corporate
10655,Roger,Jenkins,60+,Male,East,200k+,Retail Banking
10656,Rachel,Richards,26-35,Other,East,100-200k,Priority
10657,Hannah,Harris,36-45,Male,West,200k+,Corporate
10658,Jessica,Patel,36-45,Male,North,100-200k,Retail Banking
10659,Mackenzie,Schmitt,26-35,Male,North,<50k,Priority
10660,George,Salinas,18-25,Other,North,200k+,Retail Banking
10661,Jessica,Rios,18-25,Other,West,<50k,Corporate
10662,Shelley,Cox,46-60,Female,West,<50k,Corporate
10663,Brandon,Jacobs,60+,Male,West,100-200k,Corporate
10664,Laura,Patterson,60+,Female,West,200k+,Priority
10665,Ronald,Barnes,46-60,Female,South,100-200k,Priority
10666,David,Bryant,18-25,Female,West,200k+,Priority
10667,Robert,Owens,46-60,Other,East,100-200k,Retail Banking
10668,Adam,Hughes,46-60,Male,North,<50k,Corporate
10669,Jean,Wood,36-45,Other,West,200k+,Corporate
10670,James,Wu,26-35,Male,North,200k+,Priority
10671,Kyle,Carter,26-35,Male,North,100-200k,Corporate
10672,Sean,Wilkins,26-35,Other,North,100-200k,Retail Banking
10673,Angel,Hodges,18-25,Male,South,50-100k,Priority
10674,Erica,Hill,18-25,Male,North,<50k,Priority
10675,Kimberly,Johnson,60+,Female,South,200k+,Retail Banking
10676,Laura,Richards,46-60,Female,East,<50k,Priority
10677,Lindsey,Jenkins,18-25,Female,North,50-100k,Corporate
10678,Amanda,Turner,26-35,Female,West,50-100k,Priority
10679,Roger,Obrien,26-35,Male,South,100-200k,Corporate
10680,James,Perez,46-60,Male,South,<50k,Corporate
10681,Adam,Webster,36-45,Female,West,100-200k,Priority
10682,Devin,Little,46-60,Female,West,100-200k,Priority
10683,Lynn,Rowe,18-25,Female,North,<50k,Retail Banking
10684,Larry,Williams,60+,Female,West,<50k,Corporate
10685,Felicia,Willis,60+,Female,East,100-200k,Corporate
10686,Whitney,Haley,46-60,Other,East,50-100k,Priority
10687,Michael,Wu,18-25,Male,South,200k+,Retail Banking
10688,Kimberly,Davis,60+,Female,East,50-100k,Corporate
10689,Jose,Barker,18-25,Male,South,<50k,Retail Banking
10690,Alexa,Edwards,36-45,Other,South,50-100k,Priority
10691,Caitlin,Anderson,46-60,Other,West,200k+,Corporate
10692,Pamela,Griffin,36-45,Other,South,<50k,Corporate
10693,Kara,Bennett,26-35,Female,East,100-200k,Corporate
10694,Brian,Green,60+,Other,North,50-100k,Corporate
10695,Brian,Johnson,26-35,Female,North,50-100k,Retail Banking
10696,Jay,Flores,18-25,Other,East,50-100k,Priority
10697,Ricky,Caldwell,18-25,Male,North,50-100k,Priority
10698,Jennifer,Kelly,46-60,Male,East,200k+,Retail Banking
10699,Alan,Vargas,18-25,Other,East,100-200k,Corporate
10700,Rebecca,Torres,26-35,Female,South,200k+,Priority
10701,John,Stephens,36-45,Female,North,100-200k,Corporate
10702,Kelly,Nicholson,60+,Female,North,50-100k,Priority
10703,Victoria,Jones,26-35,Female,North,200k+,Corporate
10704,Lauren,Brown,60+,Male,North,50-100k,Corporate
10705,Richard,Gordon,18-25,Female,West,<50k,Retail Banking
10706,Sarah,Patel,36-45,Other,West,100-200k,Corporate
10707,Larry,Young,18-25,Other,East,<50k,Retail Banking
10708,Dennis,Jimenez,26-35,Male,West,50-100k,Priority
10709,Tiffany,Johnson,60+,Female,East,200k+,Priority
10710,Michelle,Shaw,60+,Female,West,<50k,Retail Banking
10711,Tracey,Campbell,60+,Male,South,100-200k,Corporate
10712,Edward,Leon,46-60,Female,West,<50k,Retail Banking
10713,Vincent,Grant,36-45,Male,North,100-200k,Priority
10714,Cassandra,Young,36-45,Other,North,50-100k,Corporate
10715,Nancy,Watson,60+,Other,South,100-200k,Retail Banking
10716,Michael,Simmons,26-35,Other,North,50-100k,Priority
10717,Cynthia,Elliott,46-60,Female,East,200k+,Priority
10718,Jaime,Garcia,60+,Other,West,<50k,Retail Banking
10719,David,Vasquez,60+,Other,East,50-100k,Retail Banking
10720,Matthew,Huff,46-60,Male,South,<50k,Corporate
10721,Angela,Williams,18-25,Male,South,50-100k,Retail Banking
10722,Barbara,Wilson,26-35,Female,South,50-100k,Priority
10723,Jessica,Matthews,18-25,Female,North,200k+,Corporate
10724,Christina,Moore,26-35,Male,West,<50k,Corporate
10725,Kiara,Garcia,46-60,Female,East,50-100k,Retail Banking
10726,Emily,Williams,26-35,Female,East,50-100k,Retail Banking
10727,Jason,Ward,36-45,Other,West,100-200k,Corporate
10728,Dylan,Woods,36-45,Other,North,200k+,Priority
10729,James,Arroyo,46-60,Female,East,200k+,Priority
10730,Daniel,Anderson,46-60,Female,North,100-200k,Priority
10731,Deborah,Anderson,18-25,Male,North,200k+,Priority
10732,Lisa,Roy,60+,Other,South,<50k,Priority
10733,Janet,Drake,46-60,Female,South,50-100k,Corporate
10734,Cindy,Miles,60+,Female,North,<50k,Corporate
10735,Jesse,Shaffer,46-60,Female,West,50-100k,Corporate
10736,Nathaniel,Sanchez,36-45,Female,West,50-100k,Retail Banking
10737,Patricia,Hancock,60+,Other,South,200k+,Retail Banking
10738,Adam,Marks,60+,Female,North,50-100k,Retail Banking
10739,Anna,Ortiz,60+,Female,West,50-100k,Retail Banking
10740,Gregory,Bradley,18-25,Male,South,100-200k,Corporate
10741,Scott,Bradley,46-60,Female,East,<50k,Retail Banking
10742,Jeremy,Chapman,36-45,Female,West,50-100k,Retail Banking
10743,Patricia,Copeland,46-60,Other,North,200k+,Retail Banking
10744,Matthew,Campbell,60+,Other,West,100-200k,Priority
10745,Michael,Joyce,18-25,Female,South,100-200k,Retail Banking
10746,Edward,Mitchell,60+,Other,South,50-100k,Corporate
10747,Peter,Fischer,60+,Male,South,200k+,Priority
10748,Anne,Black,36-45,Other,West,200k+,Corporate
10749,Debra,King,18-25,Female,North,50-100k,Retail Banking
10750,David,Garcia,18-25,Female,East,200k+,Retail Banking
10751,Stacie,Navarro,26-35,Other,West,200k+,Priority
10752,Brian,Howard,60+,Male,North,<50k,Retail Banking
10753,Lee,Brown,46-60,Male,West,<50k,Retail Banking
10754,Eric,Chang,18-25,Other,East,100-200k,Retail Banking
10755,Jacqueline,Williams,26-35,Female,West,50-100k,Priority
10756,Allison,Cooper,18-25,Other,North,<50k,Corporate
10757,Justin,Montoya,46-60,Other,North,50-100k,Retail Banking
10758,Ricky,Dillon,26-35,Male,North,100-200k,Corporate
10759,Erica,Payne,18-25,Other,East,200k+,Retail Banking
10760,Elizabeth,Acosta,26-35,Male,North,<50k,Priority
10761,Katelyn,Parsons,36-45,Other,South,<50k,Corporate
10762,Holly,Parrish,60+,Male,South,200k+,Retail Banking
10763,Daniel,Johnson,26-35,Other,East,<50k,Corporate
10764,Ricky,Terry,46-60,Other,East,50-100k,Corporate
10765,Rick,Webster,18-25,Male,North,50-100k,Priority
10766,Leslie,Vaughn,36-45,Male,West,<50k,Corporate
10767,James,Fitzpatrick,46-60,Other,West,<50k,Retail Banking
10768,Ronnie,Chambers,26-35,Other,West,200k+,Priority
10769,Wendy,Atkins,26-35,Male,South,50-100k,Retail Banking
10770,Matthew,Jimenez,18-25,Other,North,50-100k,Corporate
10771,Laura,Henry,46-60,Female,East,200k+,Corporate
10772,Jesse,Hancock,26-35,Female,West,<50k,Priority
10773,Nicole,Zimmerman,36-45,Male,North,<50k,Corporate
10774,Emily,Armstrong,26-35,Male,North,100-200k,Priority
10775,Madison,Kane,18-25,Male,North,200k+,Priority
10776,Derrick,Gardner,60+,Male,North,50-100k,Retail Banking
10777,John,Palmer,26-35,Other,North,<50k,Corporate
10778,Craig,Gomez,18-25,Male,East,100-200k,Priority
10779,Benjamin,Schroeder,46-60,Male,South,100-200k,Priority
10780,Justin,Norman,60+,Other,South,100-200k,Retail Banking
10781,Richard,Williams,46-60,Male,West,<50k,Corporate
10782,Juan,Durham,26-35,Female,North,<50k,Corporate
10783,Maria,Harris,18-25,Male,West,100-200k,Corporate
10784,Christopher,Reyes,18-25,Other,North,100-200k,Priority
10785,James,Rhodes,36-45,Female,North,<50k,Priority
10786,Christopher,Pacheco,18-25,Female,East,200k+,Priority
10787,Laura,Villanueva,60+,Male,South,<50k,Priority
10788,Kevin,Zamora,60+,Male,South,200k+,Priority
10789,Luis,Morse,26-35,Female,North,50-100k,Priority
10790,Cindy,Villegas,26-35,Male,East,200k+,Priority
10791,Teresa,Molina,26-35,Female,West,200k+,Retail Banking
10792,Mario,Phillips,18-25,Other,West,100-200k,Corporate
10793,Aaron,Clark,26-35,Male,North,<50k,Priority
10794,Andrea,Harrison,36-45,Female,East,<50k,Corporate
10795,Kristen,Larson,26-35,Female,North,<50k,Priority
10796,David,Flores,36-45,Other,West,<50k,Retail Banking
10797,Michelle,Berry,46-60,Female,West,<50k,Corporate
10798,Kayla,Morgan,36-45,Male,South,<50k,Retail Banking
10799,Annette,Moore,60+,Other,West,100-200k,Retail Banking
10800,Brandon,Oliver,60+,Female,East,100-200k,Retail Banking
10801,John,Stevens,60+,Other,East,50-100k,Corporate
10802,Gabriel,Pitts,36-45,Other,East,200k+,Corporate
10803,David,Cruz,18-25,Female,East,<50k,Corporate
10804,Rachel,King,46-60,Female,North,50-100k,Retail Banking
10805,Mary,Coleman,36-45,Male,West,50-100k,Priority
10806,Scott,Knox,60+,Female,South,<50k,Priority
10807,Jessica,Alvarado,60+,Other,North,100-200k,Corporate
10808,Jennifer,Dixon,60+,Female,West,<50k,Retail Banking
10809,Edward,Caldwell,36-45,Male,South,200k+,Retail Banking
10810,Thomas,Ellison,46-60,Other,West,50-100k,Corporate
10811,Erica,Diaz,26-35,Other,West,<50k,Priority
10812,Cathy,Mills,26-35,Female,West,200k+,Corporate
10813,Janet,Thornton,26-35,Other,East,<50k,Priority
10814,Cody,Kelly,60+,Female,West,100-200k,Priority
10815,Lisa,Paul,46-60,Female,North,50-100k,Priority
10816,Ian,Johnson,60+,Other,East,50-100k,Retail Banking
10817,Savannah,Walker,18-25,Female,West,50-100k,Priority
10818,Sandra,Williams,60+,Other,South,<50k,Priority
10819,Yesenia,Johnson,36-45,Other,West,50-100k,Retail Banking
10820,Leslie,Cook,46-60,Male,West,50-100k,Retail Banking
10821,Denise,Skinner,46-60,Male,West,50-100k,Priority
10822,Ashley,Blackwell,46-60,Male,West,50-100k,Corporate
10823,Carlos,Williams,60+,Other,West,<50k,Retail Banking
10824,Darlene,Young,36-45,Male,South,100-200k,Retail Banking
10825,Alex,Carpenter,60+,Other,East,<50k,Priority
10826,Jonathan,Walton,18-25,Female,East,200k+,Retail Banking
10827,Brendan,Paul,18-25,Male,West,100-200k,Corporate
10828,Timothy,Glover,26-35,Male,North,50-100k,Corporate
10829,Karen,Edwards,26-35,Female,West,<50k,Retail Banking
10830,Michael,Fitzgerald,26-35,Female,West,50-100k,Retail Banking
10831,Roy,Forbes,36-45,Male,South,<50k,Corporate
10832,Joy,Barker,18-25,Male,West,100-200k,Corporate
10833,Jessica,Franklin,60+,Male,North,50-100k,Corporate
10834,Randy,Reese,18-25,Male,East,200k+,Priority
10835,Robert,Logan,26-35,Female,North,100-200k,Priority
10836,Megan,Kennedy,36-45,Male,South,50-100k,Retail Banking
10837,David,Collins,26-35,Male,North,100-200k,Corporate
10838,Katherine,King,26-35,Other,East,50-100k,Priority
10839,Amy,Cross,26-35,Male,West,50-100k,Corporate
10840,Tiffany,Thomas,36-45,Male,East,200k+,Corporate
10841,Brian,Cole,26-35,Other,North,50-100k,Priority
10842,John,White,18-25,Other,South,200k+,Priority
10843,Teresa,Morrow,36-45,Male,South,50-100k,Priority
10844,Daniel,Ingram,46-60,Male,West,100-200k,Retail Banking
10845,Christopher,Perez,26-35,Other,East,50-100k,Corporate
10846,Jenny,Roberts,26-35,Female,West,200k+,Priority
10847,Donald,Johnson,26-35,Other,West,50-100k,Retail Banking
10848,Michael,Kim,60+,Female,West,100-200k,Retail Banking
10849,Samuel,Taylor,26-35,Male,West,200k+,Retail Banking
10850,Jesus,Boyd,26-35,Male,South,100-200k,Priority
10851,David,Gibson,46-60,Female,East,200k+,Priority
10852,Shane,Hamilton,46-60,Other,South,100-200k,Corporate
10853,Barbara,Gonzalez,18-25,Other,North,<50k,Corporate
10854,Alexander,Smith,60+,Other,South,200k+,Corporate
10855,Michelle,Price,60+,Female,North,<50k,Retail Banking
10856,Robin,Taylor,36-45,Male,East,50-100k,Priority
10857,Alan,Willis,18-25,Other,East,<50k,Corporate
10858,Jennifer,Jones,26-35,Male,West,<50k,Corporate
10859,Alexandria,Hanson,36-45,Male,West,50-100k,Corporate
10860,Susan,Bryant,18-25,Female,East,100-200k,Retail Banking
10861,Annette,Wright,18-25,Other,North,50-100k,Retail Banking
10862,Jeremy,Barker,60+,Male,North,100-200k,Priority
10863,James,Barr,60+,Female,North,50-100k,Corporate
10864,Jacob,James,46-60,Female,South,200k+,Retail Banking
10865,Wesley,Payne,36-45,Female,East,200k+,Corporate
10866,Carlos,Bennett,36-45,Female,East,100-200k,Corporate
10867,Jodi,Franco,36-45,Other,West,100-200k,Corporate
10868,Elizabeth,Berger,60+,Other,West,200k+,Retail Banking
10869,Amanda,Le,36-45,Other,East,200k+,Corporate
10870,Tyler,Pratt,60+,Other,South,50-100k,Priority
10871,Charles,Owens,36-45,Other,South,100-200k,Corporate
10872,Jimmy,Collins,60+,Male,South,200k+,Priority
10873,Christopher,Smith,18-25,Male,West,200k+,Corporate
10874,Justin,Ray,18-25,Female,North,100-200k,Corporate
10875,Angela,Jones,36-45,Other,South,200k+,Priority
10876,Kimberly,Roberts,60+,Female,West,<50k,Retail Banking
10877,Patricia,Davis,26-35,Female,East,200k+,Corporate
10878,Cody,Maxwell,60+,Other,South,100-200k,Corporate
10879,April,Hartman,36-45,Other,East,<50k,Retail Banking
10880,Ronald,Brown,18-25,Female,East,<50k,Priority
10881,Carolyn,Peck,26-35,Other,South,100-200k,Priority
10882,Pamela,Mills,18-25,Other,East,50-100k,Corporate
10883,Ryan,Williams,46-60,Male,North,50-100k,Retail Banking
10884,Michael,Jackson,36-45,Male,South,100-200k,Retail Banking
10885,Megan,Weaver,36-45,Female,North,50-100k,Priority
10886,Stephanie,Banks,18-25,Male,West,200k+,Retail Banking
10887,Scott,Arellano,18-25,Other,South,<50k,Corporate
10888,Michael,Fuentes,60+,Male,South,50-100k,Priority
10889,Darren,Banks,26-35,Other,North,100-200k,Corporate
10890,Ronald,Washington,36-45,Other,North,100-200k,Retail Banking
10891,Michelle,Johnson,36-45,Other,East,100-200k,Corporate
10892,Rebecca,Keith,36-45,Female,East,200k+,Priority
10893,Kimberly,Gonzalez,26-35,Male,South,200k+,Priority
10894,Robert,Walker,46-60,Female,East,100-200k,Corporate
10895,Deborah,Snyder,26-35,Other,North,200k+,Priority
10896,Michael,Lopez,46-60,Female,North,100-200k,Retail Banking
10897,Felicia,Davis,36-45,Other,South,200k+,Priority
10898,Jessica,Robinson,46-60,Other,North,50-100k,Retail Banking
10899,Sarah,Wiggins,26-35,Other,South,<50k,Retail Banking
10900,Ashley,Nolan,60+,Male,North,<50k,Priority
10901,Haley,Foster,36-45,Male,South,<50k,Corporate
10902,Jennifer,Mcgee,26-35,Other,South,<50k,Priority
10903,April,Clark,46-60,Female,North,200k+,Priority
